2014-01-01 00:06:00 UTC	6.6	10	65	5.1
2014-01-01 00:12:00 UTC	7.3	18	74	5.3
2014-01-01 00:18:00 UTC	7.1	2	64	4.5
2014-01-01 00:24:00 UTC	7.1	16	67	5.1
2014-01-01 00:30:00 UTC	6.6	3	59	4.5
2014-01-01 00:36:00 UTC	7.0	20	71	5.2
2014-01-01 00:42:00 UTC	6.6	2	75	4.7
2014-01-01 00:48:00 UTC	7.4	3	76	5.1
2014-01-01 00:54:00 UTC	7.2	12	61	5.1
2014-01-01 01:00:00 UTC	6.7	12	76	4.2
2014-01-01 01:06:00 UTC	7.1	2	60	5.1
2014-01-01 01:12:00 UTC	6.9	2	60	4.3
2014-01-01 01:18:00 UTC	7.3	15	72	4.9
2014-01-01 01:24:00 UTC	7.0	20	63	4.2
2014-01-01 01:30:00 UTC	7.3	8	59	4.2
2014-01-01 01:36:00 UTC	7.2	10	61	4.3
2014-01-01 01:42:00 UTC	6.5	15	76	4.5
2014-01-01 01:48:00 UTC	7.2	1	69	4.5
2014-01-01 01:54:00 UTC	7.2	4	64	5.0
2014-01-01 02:00:00 UTC	7.4	15	63	5.3
2014-01-01 02:06:00 UTC	6.7	1	65	5.2
2014-01-01 02:12:00 UTC	7.1	10	70	5.2
2014-01-01 02:18:00 UTC	7.2	14	68	5.2
2014-01-01 02:24:00 UTC	7.5	8	75	4.7
2014-01-01 02:30:00 UTC	7.5	15	66	4.9
2014-01-01 02:36:00 UTC	7.5	8	72	4.3
2014-01-01 02:42:00 UTC	6.7	3	66	5.2
2014-01-01 02:48:00 UTC	6.6	14	70	4.4
2014-01-01 02:54:00 UTC	7.3	14	75	5.1
2014-01-01 03:00:00 UTC	7.1	17	72	4.8
2014-01-01 03:06:00 UTC	7.5	5	76	4.2
2014-01-01 03:12:00 UTC	6.7	8	65	5.2
2014-01-01 03:18:00 UTC	7.5	19	73	5.2
2014-01-01 03:24:00 UTC	7.5	11	59	5.3
2014-01-01 03:30:00 UTC	6.8	8	61	4.4
2014-01-01 03:36:00 UTC	7.4	14	76	4.4
2014-01-01 03:42:00 UTC	6.9	19	68	5.2
2014-01-01 03:48:00 UTC	7.2	13	75	4.6
2014-01-01 03:54:00 UTC	7.1	7	70	4.5
2014-01-01 04:00:00 UTC	7.5	10	72	4.4
2014-01-01 04:06:00 UTC	6.5	14	65	4.9
2014-01-01 04:12:00 UTC	7.4	3	74	4.6
2014-01-01 04:18:00 UTC	7.4	12	69	4.3
2014-01-01 04:24:00 UTC	6.9	9	61	4.7
2014-01-01 04:30:00 UTC	7.3	3	69	4.3
2014-01-01 04:36:00 UTC	7.2	4	67	4.7
2014-01-01 04:42:00 UTC	7.4	15	59	4.8
2014-01-01 04:48:00 UTC	7.3	20	63	4.4
2014-01-01 04:54:00 UTC	7.2	8	73	4.2
2014-01-01 05:00:00 UTC	7.2	15	69	4.6
2014-01-01 05:06:00 UTC	7.3	9	61	4.6
2014-01-01 05:12:00 UTC	7.3	11	76	5.3
2014-01-01 05:18:00 UTC	7.1	20	70	4.7
2014-01-01 05:24:00 UTC	7.3	4	72	5.3
2014-01-01 05:30:00 UTC	7.4	7	66	4.4
2014-01-01 05:36:00 UTC	7.2	15	69	4.9
2014-01-01 05:42:00 UTC	7.0	1	66	5.1
2014-01-01 05:48:00 UTC	6.8	6	76	4.3
2014-01-01 05:54:00 UTC	6.7	2	59	4.4
2014-01-01 06:00:00 UTC	7.2	2	69	5.3
2014-01-01 06:06:00 UTC	7.4	13	69	5.3
2014-01-01 06:12:00 UTC	6.8	2	69	4.4
2014-01-01 06:18:00 UTC	7.3	18	69	4.6
2014-01-01 06:24:00 UTC	7.2	2	68	5.3
2014-01-01 06:30:00 UTC	6.9	18	74	5.1
2014-01-01 06:36:00 UTC	7.0	15	61	4.8
2014-01-01 06:42:00 UTC	6.6	17	73	5.1
2014-01-01 06:48:00 UTC	7.1	13	62	4.9
2014-01-01 06:54:00 UTC	6.8	18	70	4.8
2014-01-01 07:00:00 UTC	6.5	1	72	5.3
2014-01-01 07:06:00 UTC	7.0	18	65	5.2
2014-01-01 07:12:00 UTC	7.5	1	75	5.2
2014-01-01 07:18:00 UTC	6.9	6	67	4.4
2014-01-01 07:24:00 UTC	6.8	1	64	4.5
2014-01-01 07:30:00 UTC	7.2	16	68	4.6
2014-01-01 07:36:00 UTC	6.7	6	62	4.7
2014-01-01 07:42:00 UTC	6.9	9	70	4.6
2014-01-01 07:48:00 UTC	7.2	1	73	4.3
2014-01-01 07:54:00 UTC	7.3	20	71	5.0
2014-01-01 08:00:00 UTC	6.8	17	66	5.1
2014-01-01 08:06:00 UTC	6.7	18	69	4.3
2014-01-01 08:12:00 UTC	7.0	20	70	4.8
2014-01-01 08:18:00 UTC	7.2	1	62	4.8
2014-01-01 08:24:00 UTC	6.9	16	60	4.2
2014-01-01 08:30:00 UTC	6.9	8	69	4.8
2014-01-01 08:36:00 UTC	7.4	13	62	5.1
2014-01-01 08:42:00 UTC	7.3	14	60	4.3
2014-01-01 08:48:00 UTC	7.5	19	64	5.1
2014-01-01 08:54:00 UTC	7.2	10	72	4.8
2014-01-01 09:00:00 UTC	6.9	2	74	5.0
2014-01-01 09:06:00 UTC	6.6	19	62	4.8
2014-01-01 09:12:00 UTC	7.1	9	76	5.2
2014-01-01 09:18:00 UTC	6.8	1	65	4.8
2014-01-01 09:24:00 UTC	7.5	13	66	5.3
2014-01-01 09:30:00 UTC	6.5	5	63	4.6
2014-01-01 09:36:00 UTC	7.2	12	61	4.3
2014-01-01 09:42:00 UTC	7.0	12	73	5.2
2014-01-01 09:48:00 UTC	7.1	20	65	5.3
2014-01-01 09:54:00 UTC	6.7	18	60	4.9
2014-01-01 10:00:00 UTC	6.6	12	67	4.3
2014-01-01 10:06:00 UTC	6.5	14	75	4.6
2014-01-01 10:12:00 UTC	6.5	12	60	4.3
2014-01-01 10:18:00 UTC	7.3	1	60	5.2
2014-01-01 10:24:00 UTC	7.5	20	63	4.8
2014-01-01 10:30:00 UTC	7.0	15	64	5.2
2014-01-01 10:36:00 UTC	7.5	12	66	5.0
2014-01-01 10:42:00 UTC	7.0	3	69	4.2
2014-01-01 10:48:00 UTC	7.0	16	65	4.8
2014-01-01 10:54:00 UTC	7.0	18	72	4.9
2014-01-01 11:00:00 UTC	6.5	2	62	4.6
2014-01-01 11:06:00 UTC	6.9	3	67	4.7
2014-01-01 11:12:00 UTC	6.9	14	69	4.5
2014-01-01 11:18:00 UTC	7.5	8	70	5.0
2014-01-01 11:24:00 UTC	6.7	10	76	5.1
2014-01-01 11:30:00 UTC	6.7	15	67	4.9
2014-01-01 11:36:00 UTC	7.4	14	74	5.3
2014-01-01 11:42:00 UTC	7.2	7	74	4.8
2014-01-01 11:48:00 UTC	7.5	6	65	4.3
2014-01-01 11:54:00 UTC	6.8	5	72	5.3
2014-01-01 12:00:00 UTC	7.1	10	71	4.5
2014-01-01 12:06:00 UTC	6.7	13	76	4.4
2014-01-01 12:12:00 UTC	7.4	11	66	4.2
2014-01-01 12:18:00 UTC	7.5	1	61	5.2
2014-01-01 12:24:00 UTC	6.8	6	64	4.5
