2014-01-01 00:06:00 UTC	6.3	16	76	4.2
2014-01-01 00:12:00 UTC	6.5	4	80	4.2
2014-01-01 00:18:00 UTC	5.6	12	72	4.0
2014-01-01 00:24:00 UTC	5.9	13	68	4.0
2014-01-01 00:30:00 UTC	5.5	10	73	4.2
2014-01-01 00:36:00 UTC	5.9	33	80	3.7
2014-01-01 00:42:00 UTC	5.8	5	70	4.1
2014-01-01 00:48:00 UTC	5.7	29	73	3.5
2014-01-01 00:54:00 UTC	6.0	32	74	3.7
2014-01-01 01:00:00 UTC	5.8	4	69	3.7
2014-01-01 01:06:00 UTC	6.0	22	68	3.5
2014-01-01 01:12:00 UTC	5.5	11	77	4.1
2014-01-01 01:18:00 UTC	6.5	32	66	3.5
2014-01-01 01:24:00 UTC	6.1	19	82	3.6
2014-01-01 01:30:00 UTC	5.8	4	66	4.1
2014-01-01 01:36:00 UTC	6.5	23	70	3.4
2014-01-01 01:42:00 UTC	5.5	24	70	3.4
2014-01-01 01:48:00 UTC	6.1	37	81	3.6
2014-01-01 01:54:00 UTC	5.6	8	69	4.1
2014-01-01 02:00:00 UTC	6.4	6	81	4.1
2014-01-01 02:06:00 UTC	6.4	18	73	4.1
2014-01-01 02:12:00 UTC	5.6	5	65	3.7
2014-01-01 02:18:00 UTC	5.8	37	76	3.6
2014-01-01 02:24:00 UTC	5.9	33	74	4.1
2014-01-01 02:30:00 UTC	5.9	26	71	3.7
2014-01-01 02:36:00 UTC	6.2	17	65	3.7
2014-01-01 02:42:00 UTC	5.5	22	80	3.9
2014-01-01 02:48:00 UTC	6.5	16	82	4.0
2014-01-01 02:54:00 UTC	6.5	15	80	3.5
2014-01-01 03:00:00 UTC	5.9	7	79	4.2
2014-01-01 03:06:00 UTC	5.6	23	72	3.4
2014-01-01 03:12:00 UTC	5.8	22	78	4.0
2014-01-01 03:18:00 UTC	6.2	9	67	4.1
2014-01-01 03:24:00 UTC	6.0	2	67	4.2
2014-01-01 03:30:00 UTC	6.3	2	77	3.6
2014-01-01 03:36:00 UTC	6.5	22	70	3.4
2014-01-01 03:42:00 UTC	6.4	22	70	3.5
2014-01-01 03:48:00 UTC	5.9	36	68	3.5
2014-01-01 03:54:00 UTC	5.8	31	71	3.9
2014-01-01 04:00:00 UTC	6.5	10	78	3.9
2014-01-01 04:06:00 UTC	6.5	26	77	4.0
2014-01-01 04:12:00 UTC	6.1	13	66	4.0
2014-01-01 04:18:00 UTC	6.1	7	77	4.1
2014-01-01 04:24:00 UTC	5.7	3	72	3.7
2014-01-01 04:30:00 UTC	6.3	33	79	4.1
2014-01-01 04:36:00 UTC	6.3	31	69	4.2
2014-01-01 04:42:00 UTC	6.2	29	79	3.7
2014-01-01 04:48:00 UTC	5.6	37	76	3.7
2014-01-01 04:54:00 UTC	5.6	22	82	4.2
2014-01-01 05:00:00 UTC	6.1	7	66	3.9
2014-01-01 05:06:00 UTC	6.4	14	78	3.8
2014-01-01 05:12:00 UTC	6.4	37	76	3.9
2014-01-01 05:18:00 UTC	6.5	27	66	3.6
2014-01-01 05:24:00 UTC	6.4	15	75	4.1
2014-01-01 05:30:00 UTC	6.0	8	72	4.1
2014-01-01 05:36:00 UTC	5.8	17	73	3.4
2014-01-01 05:42:00 UTC	5.7	37	79	3.4
2014-01-01 05:48:00 UTC	5.6	22	66	3.6
2014-01-01 05:54:00 UTC	5.5	32	73	3.4
2014-01-01 06:00:00 UTC	5.9	28	68	3.4
2014-01-01 06:06:00 UTC	5.7	20	77	3.5
